date,CLP1,CLP5,CLP6,RiverLevel,RiverTemp,RiverCond,AirTemp,Precipitation,NDD,NDD_cum,FTC,FTC_cum,CLP1_diff,CLP5_diff,CLP6_diff
2021-08-26,0.107963529766991,0.0412000768973854,0.0661861783154156,0.21,12.1572916666667,1.2701875,17.2,0.0,0,0,0,0,0.0014819699189199953,0.020088057178599097,0.009601471017418595
2021-08-27,0.0920465406302426,0.0372157083977489,0.0661861783154156,0.21,12.1683333333333,1.27508333333333,17.27,0.0,0,0,0,0,-0.015916989136748397,-0.003984368499636494,0.0
2021-08-28,0.0851103166103328,0.0195684415606095,0.0688474814354163,0.21,12.1229166666667,1.26270833333333,14.53,0.0,0,0,0,0,-0.006936224019909801,-0.017647266837139405,0.0026613031200007076
2021-08-29,0.0955874648849075,0.0143782400770579,0.0655669741562015,0.21,11.836875,1.265125,14.42,0.0,0,0,0,0,0.010477148274574702,-0.005190201483551598,-0.003280507279214806
2021-08-30,0.100100887328644,0.0196007314290997,0.0702177968893926,0.21,11.6947916666667,1.22554166666667,13.85,0.6,0,0,0,0,0.004513422443736495,0.0052224913520417995,0.004650822733191104
2021-08-31,0.103248006429951,0.0167775683660473,0.0726925209357881,0.21,11.69625,1.2774375,15.22,0.0,0,0,0,0,0.0031471191013069943,-0.0028231630630524,0.002474724046395496
2021-09-01,0.116473497266739,0.0372099555970795,0.072901777070247,0.21,12.0125,1.28227083333333,16.28,0.0,0,0,0,0,0.013225490836788006,0.0204323872310322,0.00020925613445890723
2021-09-02,0.126108186203062,0.0335158876377398,0.0738729077537902,0.21,11.8454166666667,1.282125,15.71,0.6,0,0,0,0,0.009634688936322994,-0.0036940679593397002,0.0009711306835431949
2021-09-03,0.139085359975937,0.0273429180180336,0.0729725057812872,0.21,11.8672916666667,1.265375,14.88,0.2,0,0,0,0,0.012977173772874995,-0.0061729696197062,-0.0009004019725030038
2021-09-04,0.144719953501664,0.0474657669281258,0.0695776293071271,0.21,11.8691666666667,1.27414583333333,15.15,0.0,0,0,0,0,0.005634593525727011,0.020122848910092198,-0.003394876474160091
2021-09-05,0.134853855784776,0.067588615838218,0.0690740884847567,0.21,11.911875,1.27972916666667,15.33,8.8,0,0,0,0,-0.009866097716888012,0.0201228489100922,-0.0005035408223704047
2021-09-06,0.135943723195389,0.0365632172053618,0.0683306102709466,0.21,12.1275,1.24104166666667,15.27,0.2,0,0,0,0,0.0010898674106130102,-0.0310253986328562,-0.0007434782138101004
2021-09-07,0.125839186826781,0.0136769366511061,0.0631985292550388,0.21,12.1358333333333,1.17220833333333,16.51,0.0,0,0,0,0,-0.010104536368608003,-0.0228862805542557,-0.0051320810159077995
2021-09-08,0.144614107791909,0.0123321128764586,0.0631985292550388,0.21,12.0533333333333,1.22291666666667,16.73,0.0,0,0,0,0,0.018774920965128006,-0.0013448237746475009,0.0
2021-09-09,0.154169478895689,0.0454920271125345,0.0784665253467999,0.21,11.9641666666667,1.27372916666667,15.9,0.0,0,0,0,0,0.009555371103779992,0.0331599142360759,0.015267996091761105
2021-09-10,0.158615285859305,0.0300145976299277,0.0799760945533101,0.21,11.900625,1.25852083333333,14.46,0.0,0,0,0,0,0.004445806963616017,-0.0154774294826068,0.0015095692065102
2021-09-11,0.149098754561997,0.0487430705205119,0.0818036753453046,0.21,11.8297916666667,1.23345833333333,14.43,1.8,0,0,0,0,-0.009516531297308006,0.018728472890584196,0.001827580791994493
2021-09-12,0.150669926429117,0.0569688967909948,0.0824808256505716,0.21,11.8716666666667,1.1660625,15.27,0.6,0,0,0,0,0.001571171867119997,0.008225826270482905,0.0006771503052670075
2021-09-13,0.152545054266717,0.0726085757249449,0.0862798985859394,0.21,12.1720833333333,1.2105625,17.09,0.0,0,0,0,0,0.0018751278375999936,0.015639678933950102,0.0037990729353677977
